nodeID 	 array_of_pol_pos 	 mean 	 var 	 std 	 NA_count 	 prob_of_NA 
60 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
61 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
62 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
63 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
64 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
65 	 [20, 30, 20, 30, 20] 	 24.0 	 24.0 	 4.898979485566356 	 0 	 0.0
66 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
67 	 [50, 50, 50, 50, 50] 	 50.0 	 0.0 	 0.0 	 0 	 0.0
68 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
69 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
70 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
71 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
72 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
73 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
74 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
75 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
76 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
77 	 [50, 50, 50, 50] 	 50.0 	 0.0 	 0.0 	 1 	 0.2
78 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
79 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
80 	 [50, 50, 50, 50, 50] 	 50.0 	 0.0 	 0.0 	 0 	 0.0
81 	 [50, 50, 50, 50] 	 50.0 	 0.0 	 0.0 	 1 	 0.2
82 	 [50, 50, 50, 50, 50] 	 50.0 	 0.0 	 0.0 	 0 	 0.0
83 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
84 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
85 	 [50, 50, 50, 50, 50] 	 50.0 	 0.0 	 0.0 	 0 	 0.0
86 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
87 	 [50, 50, 50, 50, 50] 	 50.0 	 0.0 	 0.0 	 0 	 0.0
88 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
89 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
90 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
91 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
92 	 [40, 40, 40, 0] 	 30.0 	 300.0 	 17.320508075688775 	 1 	 0.2
93 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
94 	 [60, 50, 50, 50, 60] 	 54.0 	 24.0 	 4.898979485566356 	 0 	 0.0
95 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
96 	 [50, 50, 50, 50, 50] 	 50.0 	 0.0 	 0.0 	 0 	 0.0
97 	 [50, 50] 	 50.0 	 0.0 	 0.0 	 3 	 0.6
98 	 [50, 50, 50, 50] 	 50.0 	 0.0 	 0.0 	 1 	 0.2
99 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
100 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
101 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
102 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
103 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
104 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
105 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
106 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
107 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
108 	 [50] 	 50.0 	 0.0 	 0.0 	 4 	 0.8
109 	 [50, 50, 50, 50, 50] 	 50.0 	 0.0 	 0.0 	 0 	 0.0
110 	 [50, 50, 50, 50, 50] 	 50.0 	 0.0 	 0.0 	 0 	 0.0
111 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
112 	 [50, 50, 50, 50, 50] 	 50.0 	 0.0 	 0.0 	 0 	 0.0
113 	 [50, 40, 50, 50, 30] 	 44.0 	 64.0 	 8.0 	 0 	 0.0
114 	 [50, 50, 50, 50, 50] 	 50.0 	 0.0 	 0.0 	 0 	 0.0
115 	 [50, 50, 50, 50, 50] 	 50.0 	 0.0 	 0.0 	 0 	 0.0
116 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
117 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
118 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
119 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
120 	 [40, 40, 40, 40] 	 40.0 	 0.0 	 0.0 	 1 	 0.2
121 	 [40, 30, 20, 30, 40] 	 32.0 	 56.0 	 7.483314773547883 	 0 	 0.0
122 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
123 	 [50, 50, 50, 50, 50] 	 50.0 	 0.0 	 0.0 	 0 	 0.0
124 	 [40, 40, 40, 40, 40] 	 40.0 	 0.0 	 0.0 	 0 	 0.0
125 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
126 	 [50, 50, 50, 50, 50] 	 50.0 	 0.0 	 0.0 	 0 	 0.0
127 	 [50, 50, 40, 50, 50] 	 48.0 	 16.0 	 4.0 	 0 	 0.0
128 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
129 	 [50, 50, 50, 50, 50] 	 50.0 	 0.0 	 0.0 	 0 	 0.0
130 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
131 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
132 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
133 	 [50] 	 50.0 	 0.0 	 0.0 	 4 	 0.8
134 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
135 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
136 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
137 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
138 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
139 	 [50] 	 50.0 	 0.0 	 0.0 	 4 	 0.8
140 	 [50, 50, 50, 50, 55] 	 51.0 	 4.0 	 2.0 	 0 	 0.0
141 	 [50, 50, 50, 50, 50] 	 50.0 	 0.0 	 0.0 	 0 	 0.0
142 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
143 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
144 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
145 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
146 	 [50, 50, 50, 50, 50] 	 50.0 	 0.0 	 0.0 	 0 	 0.0
147 	 [50, 50, 50, 50, 50] 	 50.0 	 0.0 	 0.0 	 0 	 0.0
148 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
149 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
150 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
151 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
152 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
153 	 [50, 50, 50, 50, 50] 	 50.0 	 0.0 	 0.0 	 0 	 0.0
154 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
155 	 [50, 50, 50, 50, 50] 	 50.0 	 0.0 	 0.0 	 0 	 0.0
156 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
157 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
158 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
159 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
160 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
161 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
162 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
163 	 [0, 0] 	 0.0 	 0.0 	 0.0 	 3 	 0.6
164 	 [50, 50, 50, 50, 50] 	 50.0 	 0.0 	 0.0 	 0 	 0.0
165 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
166 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
167 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
168 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
169 	 [50, 40, 50, 50] 	 47.5 	 18.75 	 4.330127018922194 	 1 	 0.2
170 	 [50, 50, 50, 50, 50] 	 50.0 	 0.0 	 0.0 	 0 	 0.0
171 	 [50, 50, 50] 	 50.0 	 0.0 	 0.0 	 2 	 0.4
172 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
173 	 [50, 50, 50, 50] 	 50.0 	 0.0 	 0.0 	 1 	 0.2
174 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
175 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
176 	 [50, 50, 50, 50, 50] 	 50.0 	 0.0 	 0.0 	 0 	 0.0
177 	 [50, 50, 50, 50, 50] 	 50.0 	 0.0 	 0.0 	 0 	 0.0
178 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
179 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
180 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
181 	 [50, 50, 50, 50, 50] 	 50.0 	 0.0 	 0.0 	 0 	 0.0
182 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
183 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
184 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
185 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
186 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
187 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
188 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
189 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
190 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
191 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
192 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
193 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
194 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
195 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
196 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
197 	 [50, 50, 50, 50, 50] 	 50.0 	 0.0 	 0.0 	 0 	 0.0
198 	 [40] 	 40.0 	 0.0 	 0.0 	 4 	 0.8
199 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
200 	 [50, 50, 50] 	 50.0 	 0.0 	 0.0 	 2 	 0.4
201 	 [40, 40, 40, 40, 40] 	 40.0 	 0.0 	 0.0 	 0 	 0.0
202 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
203 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
204 	 [30, 30, 30, 40] 	 32.5 	 18.75 	 4.330127018922194 	 1 	 0.2
205 	 [50, 50, 50, 50, 60] 	 52.0 	 16.0 	 4.0 	 0 	 0.0
206 	 [40] 	 40.0 	 0.0 	 0.0 	 4 	 0.8
207 	 [50] 	 50.0 	 0.0 	 0.0 	 4 	 0.8
208 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
209 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
210 	 [30] 	 30.0 	 0.0 	 0.0 	 4 	 0.8
211 	 [50, 50] 	 50.0 	 0.0 	 0.0 	 3 	 0.6
212 	 [50, 50, 50, 50, 50] 	 50.0 	 0.0 	 0.0 	 0 	 0.0
213 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
214 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
215 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
216 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
217 	 [40, 40, 40, 30, 30] 	 36.0 	 24.0 	 4.898979485566356 	 0 	 0.0
218 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
219 	 [50, 50, 50, 50, 50] 	 50.0 	 0.0 	 0.0 	 0 	 0.0
220 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
221 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
222 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
223 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
224 	 [50] 	 50.0 	 0.0 	 0.0 	 4 	 0.8
225 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
226 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
227 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
228 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
229 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
230 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
231 	 [50, 50, 50, 50, 50] 	 50.0 	 0.0 	 0.0 	 0 	 0.0
232 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
233 	 [50, 50, 50, 50, 50] 	 50.0 	 0.0 	 0.0 	 0 	 0.0
234 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
235 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
236 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
237 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
238 	 [50, 50] 	 50.0 	 0.0 	 0.0 	 3 	 0.6
239 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
240 	 [50] 	 50.0 	 0.0 	 0.0 	 4 	 0.8
241 	 [50] 	 50.0 	 0.0 	 0.0 	 4 	 0.8
242 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
243 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
244 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
245 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
246 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
247 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
248 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
249 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
250 	 [50] 	 50.0 	 0.0 	 0.0 	 4 	 0.8
251 	 [100, 60, 60, 60] 	 70.0 	 300.0 	 17.320508075688775 	 1 	 0.2
252 	 [50, 50, 50, 50, 50] 	 50.0 	 0.0 	 0.0 	 0 	 0.0
253 	 [50, 50, 50, 50, 50] 	 50.0 	 0.0 	 0.0 	 0 	 0.0
254 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
255 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
256 	 [50, 50, 50, 50, 50] 	 50.0 	 0.0 	 0.0 	 0 	 0.0
257 	 [40, 40, 40, 40, 40] 	 40.0 	 0.0 	 0.0 	 0 	 0.0
258 	 [50, 50, 50, 50, 50] 	 50.0 	 0.0 	 0.0 	 0 	 0.0
259 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
260 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
261 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
262 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
263 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
264 	 [50, 50, 50, 50, 50] 	 50.0 	 0.0 	 0.0 	 0 	 0.0
265 	 [50, 50, 50, 50, 50] 	 50.0 	 0.0 	 0.0 	 0 	 0.0
266 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
267 	 [0, 50, 50, 50, 50] 	 40.0 	 400.0 	 20.0 	 0 	 0.0
268 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
269 	 [40, 40, 40, 40, 20] 	 36.0 	 64.0 	 8.0 	 0 	 0.0
270 	 [50] 	 50.0 	 0.0 	 0.0 	 4 	 0.8
271 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
272 	 [0, 0, 0, 0, 0] 	 0.0 	 0.0 	 0.0 	 0 	 0.0
273 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
274 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
275 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
276 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
277 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
278 	 [50] 	 50.0 	 0.0 	 0.0 	 4 	 0.8
279 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
280 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
281 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
282 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
283 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
284 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
285 	 [50, 30, 40, 30, 40] 	 38.0 	 56.0 	 7.483314773547883 	 0 	 0.0
286 	 [50, 55, 60, 55, 50] 	 54.0 	 14.0 	 3.7416573867739413 	 0 	 0.0
287 	 [50] 	 50.0 	 0.0 	 0.0 	 4 	 0.8
288 	 [50, 50, 50, 50, 50] 	 50.0 	 0.0 	 0.0 	 0 	 0.0
289 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
290 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
291 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
292 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
293 	 [40, 40, 50, 40, 40] 	 42.0 	 16.0 	 4.0 	 0 	 0.0
294 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
295 	 [50] 	 50.0 	 0.0 	 0.0 	 4 	 0.8
296 	 [30, 40, 30, 40, 30] 	 34.0 	 24.0 	 4.898979485566356 	 0 	 0.0
297 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
298 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
299 	 [50, 50, 50, 50, 50] 	 50.0 	 0.0 	 0.0 	 0 	 0.0
300 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
301 	 [50, 50, 50, 50, 50] 	 50.0 	 0.0 	 0.0 	 0 	 0.0
302 	 [50, 50, 50, 50, 50] 	 50.0 	 0.0 	 0.0 	 0 	 0.0
303 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
304 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
305 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
306 	 [50, 50, 50, 50, 50] 	 50.0 	 0.0 	 0.0 	 0 	 0.0
307 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
308 	 [50, 50, 50, 50, 50] 	 50.0 	 0.0 	 0.0 	 0 	 0.0
309 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
310 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
311 	 [50, 50, 50, 50, 50] 	 50.0 	 0.0 	 0.0 	 0 	 0.0
312 	 [0, 0] 	 0.0 	 0.0 	 0.0 	 3 	 0.6
313 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
314 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
315 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
316 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
317 	 [50, 50, 50, 50, 50] 	 50.0 	 0.0 	 0.0 	 0 	 0.0
318 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
319 	 [50] 	 50.0 	 0.0 	 0.0 	 4 	 0.8
320 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
321 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
322 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
323 	 [50, 50] 	 50.0 	 0.0 	 0.0 	 3 	 0.6
324 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
325 	 [50, 50, 50, 50, 50] 	 50.0 	 0.0 	 0.0 	 0 	 0.0
326 	 [50] 	 50.0 	 0.0 	 0.0 	 4 	 0.8
327 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
328 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
329 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
330 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
331 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
332 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
333 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
334 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
335 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
336 	 [50, 50, 50, 50, 50] 	 50.0 	 0.0 	 0.0 	 0 	 0.0
337 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
338 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
339 	 [50, 50, 50, 50, 50] 	 50.0 	 0.0 	 0.0 	 0 	 0.0
340 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
341 	 [30, 0, 0, 0, 0] 	 6.0 	 144.0 	 12.0 	 0 	 0.0
342 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
343 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
344 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
345 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
346 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
347 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
348 	 [50] 	 50.0 	 0.0 	 0.0 	 4 	 0.8
349 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
350 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
351 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
352 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
353 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
354 	 [50, 50, 50] 	 50.0 	 0.0 	 0.0 	 2 	 0.4
355 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
356 	 [50, 50, 50, 50, 50] 	 50.0 	 0.0 	 0.0 	 0 	 0.0
357 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
358 	 [0, 0, 0, 0, 40] 	 8.0 	 256.0 	 16.0 	 0 	 0.0
359 	 [50] 	 50.0 	 0.0 	 0.0 	 4 	 0.8
360 	 [50, 50, 50, 50, 50] 	 50.0 	 0.0 	 0.0 	 0 	 0.0
361 	 [50, 50, 50, 50, 50] 	 50.0 	 0.0 	 0.0 	 0 	 0.0
362 	 [40, 40, 40, 40, 40] 	 40.0 	 0.0 	 0.0 	 0 	 0.0
363 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
364 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
365 	 [50] 	 50.0 	 0.0 	 0.0 	 4 	 0.8
366 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
367 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
368 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
369 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
370 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
371 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
372 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
373 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
374 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
375 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
376 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
377 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
378 	 [] 	 nan 	 nan 	 nan 	 5 	 1.0
